merchant_id,total_txns,total_revenue,avg_txn_amount,unique_users,failed_txns,fraud_txns,failure_rate,fraud_rate
MER00081,259,501161.52,1934.9865637065639,255,12,0,4.63,0.0
MER00082,271,784273.8200000001,2893.999335793358,266,15,0,5.54,0.0
MER00083,259,543615.58,2098.901853281853,255,20,0,7.72,0.0
MER00084,262,128045.46,488.7231297709924,257,17,0,6.49,0.0
MER00085,238,276135.5,1160.2331932773109,237,13,0,5.46,0.0
MER00086,275,84991.96,309.06167272727276,271,17,0,6.18,0.0
MER00087,232,56768.020000000004,244.68974137931036,230,16,0,6.9,0.0
MER00088,265,198414.31,748.7332452830188,262,16,1,6.04,0.38
MER00089,265,60572.57,228.5757358490566,260,14,0,5.28,0.0
MER00090,243,81542.42,335.5655144032922,241,20,0,8.23,0.0
MER00091,247,236216.36000000002,956.3415384615386,246,10,0,4.05,0.0
MER00092,236,451910.14,1914.8734745762713,235,14,1,5.93,0.42
MER00093,250,441663.83,1766.65532,246,14,1,5.6,0.4
MER00094,243,375304.05,1544.461111111111,237,8,0,3.29,0.0
MER00095,272,57425.23,211.12216911764708,269,13,0,4.78,0.0
MER00096,240,1050979.61,4379.081708333334,239,19,1,7.92,0.42
MER00097,241,1049181.84,4353.4516182572615,241,15,0,6.22,0.0
MER00098,231,77491.94,335.46294372294375,228,17,0,7.36,0.0
MER00099,222,2323675.38,10467.006216216216,216,17,0,7.66,0.0
MER00100,227,416399.56,1834.359295154185,224,17,0,7.49,0.0
MER00101,261,536801.5599999999,2056.710957854406,259,12,0,4.6,0.0
MER00102,225,231979.47,1031.0198666666668,224,19,0,8.44,0.0
MER00103,241,513833.99,2132.091244813278,237,8,0,3.32,0.0
MER00104,265,515336.44,1944.6658113207548,265,15,0,5.66,0.0
MER00105,241,216873.82,899.8913692946059,240,12,0,4.98,0.0
MER00106,250,532408.93,2129.63572,249,18,0,7.2,0.0
MER00107,250,260292.83,1041.17132,247,12,0,4.8,0.0
MER00108,251,1142825.76,4553.0906772908365,249,12,0,4.78,0.0
MER00109,259,389731.57,1504.7550965250966,256,14,0,5.41,0.0
MER00110,251,486032.77,1936.3855378486057,245,15,0,5.98,0.0
MER00111,239,929358.46,3888.529121338912,236,17,0,7.11,0.0
MER00112,243,51067.44,210.1540740740741,239,11,0,4.53,0.0
MER00113,225,3561644.2199999997,15829.529866666666,222,11,1,4.89,0.44
MER00114,248,3888073.29,15677.714879032259,244,18,0,7.26,0.0
MER00115,246,72735.43,295.6724796747967,242,12,0,4.88,0.0
MER00116,262,266268.52,1016.2920610687023,258,14,0,5.34,0.0
MER00117,231,2345551.97,10153.904632034633,228,15,0,6.49,0.0
MER00118,245,1258031.01,5134.820448979592,241,17,0,6.94,0.0
MER00119,270,206427.63,764.5467777777778,263,18,0,6.67,0.0
MER00120,248,205915.44,830.3041935483872,245,13,0,5.24,0.0
MER00121,240,74245.09,309.35454166666665,239,13,0,5.42,0.0
MER00122,270,1247570.4,4620.631111111111,268,19,0,7.04,0.0
MER00123,220,236866.59,1076.6663181818183,217,11,2,5.0,0.91
MER00124,238,178796.77,751.2469327731092,235,13,0,5.46,0.0
MER00125,264,64283.78,243.49916666666667,260,16,0,6.06,0.0
MER00126,239,3820494.87,15985.334184100418,239,13,0,5.44,0.0
MER00127,273,87016.85,318.74304029304034,266,14,0,5.13,0.0
MER00128,244,1093974.58,4483.502377049181,243,20,0,8.2,0.0
MER00129,222,699229.19,3149.681036036036,221,18,0,8.11,0.0
MER00130,249,241269.2,968.9526104417671,248,12,1,4.82,0.4
MER00131,264,65251.5,247.16477272727272,261,15,0,5.68,0.0
MER00132,252,240940.92,956.114761904762,247,8,0,3.17,0.0
MER00133,235,74701.24,317.8776170212766,232,16,0,6.81,0.0
MER00134,264,4124265.83,15622.219053030303,261,16,1,6.06,0.38
MER00135,233,73566.5,315.7360515021459,231,16,0,6.87,0.0
MER00136,231,171596.24,742.8408658008658,230,15,0,6.49,0.0
MER00137,255,278346.24,1091.5538823529412,250,5,0,1.96,0.0
MER00138,264,1118787.19,4237.830265151515,259,13,0,4.92,0.0
MER00139,270,272577.64,1009.5468148148149,265,20,1,7.41,0.37
MER00140,278,209973.6,755.3007194244605,274,15,0,5.4,0.0
MER00141,256,254326.97,993.4647265625,252,15,0,5.86,0.0
MER00142,258,1150566.15,4459.558720930232,253,14,0,5.43,0.0
MER00143,238,909362.17,3820.8494537815127,237,11,0,4.62,0.0
MER00144,247,1093444.1,4426.899190283401,244,17,0,6.88,0.0
MER00145,265,1162389.59,4386.375811320755,262,15,0,5.66,0.0
MER00146,267,132796.91,497.3667041198502,262,15,0,5.62,0.0
MER00147,257,2597993.16,10108.92280155642,253,14,0,5.45,0.0
MER00148,258,126853.94,491.68193798449613,255,7,0,2.71,0.0
MER00149,234,340341.14,1454.4493162393162,232,14,0,5.98,0.0
MER00150,254,437096.7,1720.8531496062992,252,16,0,6.3,0.0
MER00151,221,230078.18,1041.077737556561,218,12,1,5.43,0.45
MER00152,255,755152.84,2961.3836862745097,252,12,0,4.71,0.0
MER00153,249,563108.13,2261.4784337349397,245,15,0,6.02,0.0
MER00154,240,480504.17,2002.1007083333332,236,21,0,8.75,0.0
MER00155,257,584873.15,2275.771011673152,254,21,0,8.17,0.0
MER00156,264,1342945.77,5086.915795454545,261,16,0,6.06,0.0
MER00157,275,1153046.27,4192.895527272727,271,19,1,6.91,0.36
MER00158,254,381023.77,1500.0935826771654,251,22,0,8.66,0.0
MER00159,237,54870.97,231.52308016877637,233,16,0,6.75,0.0
MER00160,260,131458.0,505.60769230769233,258,11,0,4.23,0.0
MER00161,260,462417.4,1778.5284615384617,257,14,0,5.38,0.0
MER00162,237,290061.07,1223.8863713080168,236,12,0,5.06,0.0
MER00163,238,51982.52,218.41394957983192,235,15,0,6.3,0.0
MER00164,277,1263421.72,4561.089241877256,274,15,0,5.42,0.0
MER00165,253,249524.53,986.2629644268775,248,14,0,5.53,0.0
MER00166,248,373791.61,1507.2242338709677,246,16,1,6.45,0.4
MER00167,237,343233.56,1448.2428691983123,232,15,0,6.33,0.0
MER00168,252,595295.3,2362.2829365079365,248,20,0,7.94,0.0
MER00169,262,83715.95,319.52652671755726,259,16,0,6.11,0.0
MER00170,238,520603.97,2187.411638655462,234,12,0,5.04,0.0
MER00171,238,75908.42,318.9429411764706,235,22,0,9.24,0.0
MER00172,226,218877.07,968.482610619469,221,19,1,8.41,0.44
MER00173,241,934977.93,3879.5764730290457,239,17,0,7.05,0.0
MER00174,242,429261.81,1773.8091322314049,239,17,0,7.02,0.0
MER00175,258,1253112.32,4857.024496124031,257,15,0,5.81,0.0
MER00176,237,56697.33,239.22924050632912,234,28,0,11.81,0.0
MER00177,233,232954.43,999.8044206008583,231,14,1,6.01,0.43
MER00178,219,1139412.83,5202.798310502283,215,13,0,5.94,0.0
MER00179,247,345582.21,1399.1182591093118,244,17,0,6.88,0.0
MER00180,229,998451.13,4360.048602620087,219,19,0,8.3,0.0
MER00181,279,86284.08,309.26193548387096,271,20,0,7.17,0.0
MER00182,231,3470619.14,15024.325281385281,226,13,0,5.63,0.0
MER00183,245,3694915.28,15081.286857142857,240,12,3,4.9,1.22
MER00184,244,77521.25,317.7100409836066,240,9,0,3.69,0.0
MER00185,263,274238.97,1042.7337262357414,260,14,0,5.32,0.0
MER00186,249,77143.21,309.8120883534137,247,19,0,7.63,0.0
MER00187,237,3626721.07,15302.620548523206,236,12,0,5.06,0.0
MER00188,235,73284.96,311.8508936170213,233,7,0,2.98,0.0
MER00189,248,437606.75,1764.5433467741937,248,11,0,4.44,0.0
MER00190,243,238266.02,980.5186008230452,237,12,0,4.94,0.0
MER00191,254,266980.45,1051.1041338582677,251,13,0,5.12,0.0
MER00192,209,474973.47,2272.6003349282296,206,11,0,5.26,0.0
MER00193,285,201201.28,705.969403508772,280,17,0,5.96,0.0
MER00194,266,5236420.59,19685.791691729322,262,19,0,7.14,0.0
MER00195,271,90958.18,335.6390405904059,264,12,0,4.43,0.0
MER00196,259,2498700.99,9647.49416988417,255,15,0,5.79,0.0
MER00197,234,457146.48,1953.6174358974358,232,23,0,9.83,0.0
MER00198,286,63633.55,222.4949300699301,282,15,0,5.24,0.0
MER00199,247,611994.63,2477.711052631579,247,19,0,7.69,0.0
MER00200,248,1192022.69,4806.543104838709,245,13,2,5.24,0.81
MER00201,218,247472.07,1135.1929816513762,214,11,1,5.05,0.46
MER00202,266,242910.83,913.1986090225563,263,19,0,7.14,0.0
MER00203,228,71308.53,312.75671052631577,224,7,0,3.07,0.0
MER00204,248,2708694.36,10922.154677419354,247,21,0,8.47,0.0
MER00205,259,633141.93,2444.5634362934366,254,18,0,6.95,0.0
MER00206,247,363662.92,1472.3195141700405,243,14,0,5.67,0.0
MER00207,246,997796.58,4056.083658536585,242,23,1,9.35,0.41
MER00208,268,2791271.44,10415.191940298508,265,20,0,7.46,0.0
MER00209,246,250612.96,1018.7518699186992,245,15,0,6.1,0.0
MER00210,252,482265.14,1913.7505555555556,248,14,0,5.56,0.0
MER00211,231,75380.11,326.3208225108225,229,13,0,5.63,0.0
MER00212,240,54601.79,227.50745833333335,237,17,0,7.08,0.0
MER00213,250,1166638.13,4666.552519999999,249,13,1,5.2,0.4
MER00214,253,970718.5599999999,3836.8322529644265,248,11,0,4.35,0.0
MER00215,246,135285.04,549.93918699187,244,10,0,4.07,0.0
MER00216,231,327880.5,1419.3961038961038,227,15,0,6.49,0.0
MER00217,258,379528.24,1471.0396899224806,252,16,0,6.2,0.0
MER00218,239,82714.53,346.08589958158996,233,16,0,6.69,0.0
MER00219,270,628319.56,2327.109481481482,266,25,1,9.26,0.37
MER00220,271,264972.1,977.7568265682656,268,14,0,5.17,0.0
MER00221,232,51813.09,223.3322844827586,229,16,0,6.9,0.0
MER00222,230,70328.94,305.778,229,18,0,7.83,0.0
MER00223,247,3683048.04,14911.125668016195,246,18,0,7.29,0.0
MER00224,241,248957.75,1033.0197095435685,238,15,0,6.22,0.0
MER00225,261,257609.84,987.0108812260536,259,8,0,3.07,0.0
MER00226,210,45861.12,218.38628571428572,209,11,0,5.24,0.0
MER00227,228,736651.75,3230.9287280701756,227,19,0,8.33,0.0
MER00228,239,244801.91,1024.2757740585773,238,15,1,6.28,0.42
MER00229,237,248715.24,1049.4313924050632,232,10,0,4.22,0.0
MER00230,253,1229300.84,4858.896600790514,251,10,0,3.95,0.0
MER00231,249,228293.01,916.8393975903615,249,12,0,4.82,0.0
MER00232,252,559277.18,2219.3538888888893,250,18,0,7.14,0.0
MER00233,245,58086.47,237.08763265306123,244,12,0,4.9,0.0
MER00234,254,123635.99,486.7558661417323,252,16,0,6.3,0.0
MER00235,260,771815.5,2968.521153846154,258,10,0,3.85,0.0
MER00236,225,833343.58,3703.7492444444442,224,9,0,4.0,0.0
MER00237,263,77900.09,296.1980608365019,263,10,0,3.8,0.0
MER00238,228,117351.02,514.6974561403509,225,9,0,3.95,0.0
MER00239,285,92463.74,324.4341754385965,279,18,0,6.32,0.0
MER00240,248,826743.54,3333.643306451613,246,7,0,2.82,0.0
MER00241,255,791923.75,3105.5833333333335,252,13,0,5.1,0.0
MER00242,274,2670225.12,9745.347153284672,270,14,0,5.11,0.0
MER00243,236,230382.08,976.195254237288,235,21,0,8.9,0.0
MER00244,231,244128.16,1056.8318614718614,230,12,0,5.19,0.0
MER00245,258,4181263.05,16206.445930232558,255,15,3,5.81,1.16
MER00246,252,77160.93,306.19416666666666,252,11,0,4.37,0.0
MER00247,252,278921.81,1106.8325793650793,249,16,0,6.35,0.0
MER00248,203,462736.08,2279.4880788177343,202,9,0,4.43,0.0
MER00249,268,84575.03,315.57847014925375,265,20,0,7.46,0.0
MER00250,273,266307.3,975.4846153846154,269,12,0,4.4,0.0
MER00251,205,401785.14,1959.927512195122,205,9,0,4.39,0.0
MER00252,221,69719.95,315.47488687782806,220,15,0,6.79,0.0
MER00253,242,77113.55,318.65103305785124,241,13,0,5.37,0.0
MER00254,244,80511.97,329.9670901639344,241,12,0,4.92,0.0
MER00255,269,296503.55,1102.2436802973978,266,16,0,5.95,0.0
MER00256,232,183882.91,792.59875,229,13,1,5.6,0.43
MER00257,250,237954.21,951.81684,245,17,0,6.8,0.0
MER00258,235,124217.28,528.5841702127659,234,13,0,5.53,0.0
MER00259,244,72028.71,295.199631147541,242,12,0,4.92,0.0
MER00260,259,602861.13,2327.6491505791505,253,16,0,6.18,0.0
MER00261,265,281754.68,1063.2252075471697,262,18,0,6.79,0.0
MER00262,233,459488.69,1972.0544635193132,230,11,0,4.72,0.0
MER00263,228,51972.56,227.9498245614035,223,23,0,10.09,0.0
MER00264,243,3649410.66,15018.15086419753,241,11,1,4.53,0.41
MER00265,270,130284.49,482.53514814814815,265,12,0,4.44,0.0
MER00266,250,124232.15,496.92859999999996,247,12,0,4.8,0.0
MER00267,245,746669.96,3047.632489795918,241,12,0,4.9,0.0
MER00268,252,898918.48,3567.1368253968253,246,16,0,6.35,0.0
MER00269,252,779814.79,3094.503134920635,250,12,0,4.76,0.0
MER00270,251,376787.05,1501.1436254980079,246,18,0,7.17,0.0
MER00271,242,411020.7,1698.4326446280993,237,22,0,9.09,0.0
MER00272,274,1306034.34,4766.5486861313875,271,6,0,2.19,0.0
MER00273,246,277062.98,1126.2722764227642,242,16,0,6.5,0.0
MER00274,293,326769.42,1115.2539931740614,287,19,0,6.48,0.0
MER00275,269,59332.24,220.56594795539033,267,16,0,5.95,0.0
MER00276,245,75445.78,307.9419591836735,243,13,0,5.31,0.0
MER00277,258,191548.46,742.4358914728682,255,17,0,6.59,0.0
MER00278,270,60147.47,222.7684074074074,268,20,0,7.41,0.0
MER00279,230,79341.63,344.96360869565217,229,13,0,5.65,0.0
MER00280,232,74392.45,320.6571120689655,232,18,0,7.76,0.0
MER00281,242,357905.27,1478.947396694215,241,12,0,4.96,0.0
MER00282,251,1216696.23,4847.395338645419,245,15,0,5.98,0.0
MER00283,241,242151.63,1004.7785477178423,240,18,0,7.47,0.0
MER00284,246,1131599.51,4599.998008130081,245,20,1,8.13,0.41
MER00285,236,844320.36,3577.6286440677964,233,18,0,7.63,0.0
MER00286,266,1029068.21,3868.6774812030076,262,16,0,6.02,0.0
MER00287,277,620943.91,2241.67476534296,275,13,0,4.69,0.0
MER00288,227,716049.89,3154.4048017621144,224,14,0,6.17,0.0
MER00289,244,4456955.76,18266.21213114754,242,16,0,6.56,0.0
MER00290,257,76379.85,297.197859922179,255,18,0,7.0,0.0
MER00291,277,1445417.94,5218.115306859206,272,17,0,6.14,0.0
MER00292,283,621868.22,2197.4142049469965,280,17,0,6.01,0.0
MER00293,258,81471.74,315.78193798449615,255,11,0,4.26,0.0
MER00294,261,1298034.89,4973.313754789272,259,8,0,3.07,0.0
MER00295,245,543787.56,2219.54106122449,243,22,0,8.98,0.0
MER00296,242,78124.69,322.82929752066116,239,11,0,4.55,0.0
MER00297,241,1059260.75,4395.272821576764,240,15,0,6.22,0.0
MER00298,269,86429.29,321.2984758364312,265,9,0,3.35,0.0
MER00299,263,137399.78,522.4326235741445,260,14,0,5.32,0.0
MER00300,242,74333.29,307.1623553719008,241,16,0,6.61,0.0
MER00301,234,56489.72,241.40905982905983,230,15,0,6.41,0.0
MER00302,254,2532603.58,9970.880236220473,252,15,0,5.91,0.0
MER00303,217,739989.9,3410.0917050691246,214,14,0,6.45,0.0
MER00304,248,483848.63,1951.0025403225807,247,21,1,8.47,0.4
MER00305,255,80412.1,315.341568627451,248,21,0,8.24,0.0
MER00306,254,3745164.08,14744.740472440944,252,8,0,3.15,0.0
MER00307,245,3825761.28,15615.352163265305,245,16,0,6.53,0.0
MER00308,242,537572.35,2221.373347107438,236,15,0,6.2,0.0
MER00309,246,244152.64,992.490406504065,238,10,0,4.07,0.0
MER00310,228,53715.78,235.59552631578947,226,8,0,3.51,0.0
MER00311,249,3618567.73,14532.400522088354,248,16,1,6.43,0.4
MER00312,272,297205.06,1092.6656617647059,267,12,0,4.41,0.0
MER00313,260,56520.46,217.3863846153846,258,20,0,7.69,0.0
MER00314,279,278212.86,997.1787096774193,276,18,0,6.45,0.0
MER00315,258,571132.79,2213.692984496124,253,13,0,5.04,0.0
MER00316,243,71479.81,294.1555967078189,241,19,0,7.82,0.0
MER00317,261,922554.16,3534.6902681992337,257,19,0,7.28,0.0
MER00318,242,180731.65,746.8249999999999,241,17,0,7.02,0.0
MER00319,249,457058.15,1835.5748995983936,247,14,1,5.62,0.4
MER00320,241,227379.42,943.4830705394191,240,19,0,7.88,0.0
MER00321,226,229939.92,1017.4332743362833,222,13,0,5.75,0.0
MER00322,247,1145936.58,4639.419352226721,246,20,1,8.1,0.4
MER00323,252,80917.79,321.10234126984125,248,14,0,5.56,0.0
MER00324,266,1211620.54,4554.964436090226,260,10,0,3.76,0.0
MER00325,257,268948.58999999997,1046.492568093385,255,17,0,6.61,0.0
MER00326,246,461018.99,1874.0609349593497,243,13,0,5.28,0.0
MER00327,266,919424.35,3456.4825187969923,262,11,0,4.14,0.0
MER00328,259,3948732.67,15246.072084942085,254,17,1,6.56,0.39
MER00329,259,198458.44,766.2488030888031,258,15,0,5.79,0.0
MER00330,286,516556.88,1806.142937062937,283,22,0,7.69,0.0
MER00331,238,543207.81,2282.3857563025213,232,12,0,5.04,0.0
MER00332,264,183567.91,695.3329924242424,261,15,0,5.68,0.0
MER00333,277,280413.87,1012.324440433213,273,13,0,4.69,0.0
MER00334,245,2358000.87,9624.493346938776,244,13,0,5.31,0.0
MER00335,242,238323.77,984.8089669421487,238,14,0,5.79,0.0
MER00336,273,389217.12,1425.7037362637363,271,19,0,6.96,0.0
MER00337,251,483265.52999999997,1925.3606772908365,248,12,0,4.78,0.0
MER00338,260,5229688.57,20114.18680769231,258,20,0,7.69,0.0
MER00339,231,2353269.77,10187.315021645021,229,18,0,7.79,0.0
MER00340,252,255122.77,1012.3919444444444,247,11,0,4.37,0.0
MER00341,269,62117.22,230.91903345724907,262,18,0,6.69,0.0
MER00342,234,4456903.3,19046.595299145298,232,8,0,3.42,0.0
MER00343,259,1129251.29,4360.0435907335905,258,10,0,3.86,0.0
MER00344,238,74264.18,312.0343697478991,231,14,0,5.88,0.0
MER00345,243,81045.26,333.51958847736626,238,15,0,6.17,0.0
MER00346,265,503601.65,1900.3835849056604,263,18,0,6.79,0.0
MER00347,227,837186.02,3688.044140969163,223,8,0,3.52,0.0
MER00348,228,67624.32,296.59789473684214,226,18,0,7.89,0.0
MER00349,237,54069.17,228.13995780590716,235,16,0,6.75,0.0
MER00350,249,81654.5,327.92971887550203,239,17,0,6.83,0.0
MER00351,264,505271.77999999997,1913.9082575757575,261,7,0,2.65,0.0
MER00352,260,3857088.93,14834.957423076923,256,14,0,5.38,0.0
MER00353,250,4796553.68,19186.21472,247,18,0,7.2,0.0
MER00354,264,1240854.58,4700.206742424242,264,15,0,5.68,0.0
MER00355,231,1030931.47,4462.906796536797,226,11,0,4.76,0.0
MER00356,258,205981.52,798.377984496124,250,8,1,3.1,0.39
MER00357,240,267602.69,1115.0112083333333,238,14,0,5.83,0.0
MER00358,258,1122102.67,4349.235155038759,257,12,1,4.65,0.39
MER00359,221,3525773.75,15953.727375565612,219,18,3,8.14,1.36
MER00360,236,596193.18,2526.2422881355933,234,12,0,5.08,0.0
MER00361,242,1072416.49,4431.473099173553,239,18,0,7.44,0.0
MER00362,259,56382.31,217.6923166023166,258,21,0,8.11,0.0
MER00363,267,1148622.59,4301.957265917604,264,19,0,7.12,0.0
MER00364,261,1172748.22,4493.288199233716,256,16,0,6.13,0.0
MER00365,244,205630.63,842.7484836065574,243,20,0,8.2,0.0
MER00366,248,742167.48,2992.610806451613,247,20,0,8.06,0.0
MER00367,245,56860.89,232.08526530612244,244,21,0,8.57,0.0
MER00368,248,130505.76,526.2329032258065,244,19,0,7.66,0.0
MER00369,244,258423.38999999998,1059.1122540983606,242,16,0,6.56,0.0
MER00370,246,867774.92,3527.540325203252,245,13,0,5.28,0.0
MER00371,278,62670.82,225.43460431654677,275,19,0,6.83,0.0
MER00372,236,476696.12,2019.898813559322,234,16,0,6.78,0.0
MER00373,245,497073.14,2028.8699591836735,244,17,2,6.94,0.82
MER00374,237,354623.27,1496.300717299578,237,12,0,5.06,0.0
MER00375,239,72291.21,302.4736820083682,235,11,0,4.6,0.0
MER00376,244,590547.88,2420.2781967213114,243,16,0,6.56,0.0
MER00377,252,2680570.01,10637.182579365079,248,16,0,6.35,0.0
MER00378,259,2676529.0,10334.088803088804,252,26,0,10.04,0.0
MER00379,230,52562.46,228.5324347826087,226,11,0,4.78,0.0
MER00380,212,69913.1,329.7787735849057,210,10,0,4.72,0.0
MER00381,254,536676.45,2112.899409448819,249,10,0,3.94,0.0
MER00382,257,391539.8,1523.501167315175,250,15,0,5.84,0.0
MER00383,254,526090.84,2071.223779527559,249,17,0,6.69,0.0
MER00384,242,1044480.98,4316.037107438016,241,14,0,5.79,0.0
MER00385,251,929125.22,3701.694103585657,247,13,0,5.18,0.0
MER00386,218,1129640.05,5181.83509174312,214,7,0,3.21,0.0
MER00387,293,305173.57,1041.5480204778157,285,20,0,6.83,0.0
MER00388,236,2247866.55,9524.858262711863,236,15,0,6.36,0.0
MER00389,263,88205.31999999999,335.3814448669201,261,22,0,8.37,0.0
MER00390,253,468243.21,1850.7636758893282,248,18,0,7.11,0.0
MER00391,268,278428.98,1038.9141044776118,265,11,0,4.1,0.0
MER00392,269,283924.31,1055.4807063197027,267,11,0,4.09,0.0
MER00393,255,969192.8099999999,3800.7561176470585,252,10,0,3.92,0.0
MER00394,238,771040.17,3239.6645798319328,233,10,0,4.2,0.0
MER00395,244,712135.7,2918.588934426229,243,18,0,7.38,0.0
MER00396,257,496414.46,1931.5737743190662,252,16,0,6.23,0.0
MER00397,252,4612947.85,18305.34861111111,246,22,0,8.73,0.0
MER00398,249,77798.8,312.4449799196787,247,19,0,7.63,0.0
MER00399,252,82238.81,326.3444841269841,250,15,0,5.95,0.0
MER00400,262,1228191.51,4687.753854961832,260,10,0,3.82,0.0
MER00401,250,961964.08,3847.85632,249,14,0,5.6,0.0
MER00402,252,4565961.47,18118.89472222222,247,15,0,5.95,0.0
