user_id,age,gender,city,city_tier,preferred_platform,activity_level,monthly_txn_frequency,device_type,registration_date,segment,segment_name,avg_txn_amount,total_spend,total_txns,platform_loyalty_rate,avg_spend_per_day,pca1,pca2
USR000017,28,Male,Lucknow,Tier2,PhonePe,Medium,18,Android,2021-02-17,0,Active Everyday Users,3272.788235294118,166912.2,51,0.803921568627451,228.65,1.2878492191612372,1.1586207238178947
USR000018,35,Female,Amritsar,Tier3,PhonePe,High,50,Android,2021-03-14,2,Loyal Digital Users,2043.7492592592596,110362.46,54,0.9629629629629629,151.18,-1.5654069535732622,-2.3667143116585674
USR000019,32,Male,Visakhapatnam,Tier2,WhatsApp Pay,High,37,Android,2020-05-28,0,Active Everyday Users,3130.848360655738,190981.75,61,0.8032786885245902,261.62,1.672237298632166,1.6114270697415733
USR000020,28,Female,Hyderabad,Tier1,Google Pay,Low,1,Android,2019-05-28,2,Loyal Digital Users,3619.715217391304,166506.9,46,0.8913043478260869,228.09,0.6553805141089422,-1.7636940344097427
USR000021,38,Female,Ahmedabad,Tier1,PhonePe,Low,5,iOS,2019-05-31,1,Casual Small Spenders,2082.1442857142856,87450.06,42,0.8333333333333334,119.79,-2.278566075424786,0.23078060168031309
USR000022,23,Male,Delhi,Tier1,Paytm,Medium,13,Android,2020-10-05,2,Loyal Digital Users,3394.668235294118,173128.08000000002,51,0.8823529411764706,237.16,1.1340611800958915,-1.5456759961586883
USR000023,28,Male,Jaipur,Tier2,Google Pay,Medium,9,Android,2021-03-07,0,Active Everyday Users,2565.667868852459,156505.74,61,0.8360655737704918,214.39,0.5243777468151855,1.9508281761180508
USR000024,30,Male,Ahmedabad,Tier1,PhonePe,Power,121,Android,2022-09-02,2,Loyal Digital Users,3195.809111111111,143811.41,45,0.9333333333333333,197.0,0.19871926974892878,-1.8659288855092564
USR000025,33,Male,Jaipur,Tier2,WhatsApp Pay,Power,113,iOS,2020-09-25,1,Casual Small Spenders,1888.9541304347829,86891.89,46,0.7608695652173914,119.03,-2.619199619992283,2.6157055664516204
USR000026,45,Male,Amritsar,Tier3,Google Pay,Power,109,Android,2020-12-29,1,Casual Small Spenders,3171.029512195122,130012.21,41,0.8536585365853658,178.1,-0.8175275222899259,-0.2525101716802599
USR000027,25,Female,Madurai,Tier2,Google Pay,High,30,Android,2021-10-13,0,Active Everyday Users,3047.772321428572,170675.25,56,0.7321428571428571,233.8,0.383492631905575,2.4185881563872083
USR000028,35,Male,Agra,Tier2,PhonePe,Low,4,Web,2021-06-13,2,Loyal Digital Users,3229.9763414634144,132429.03,41,0.8536585365853658,181.41,-0.5488192048006559,-0.6994257804415545
USR000029,37,Male,Bangalore,Tier1,PhonePe,Low,2,Android,2019-08-09,2,Loyal Digital Users,2843.30125,136478.46,48,0.8958333333333334,186.96,-0.833080548389806,-1.617218526191618
USR000030,20,Female,Visakhapatnam,Tier2,Paytm,Medium,20,Android,2020-11-10,1,Casual Small Spenders,1529.6365909090907,67304.01,44,0.8636363636363636,92.2,-3.965119592359587,0.02678128172991768
USR000031,38,Male,Bangalore,Tier1,Paytm,Medium,20,Android,2019-08-03,0,Active Everyday Users,2828.1657407407406,152720.94999999998,54,0.8333333333333334,209.21,0.5821180868134965,1.8313119079744602
USR000032,24,Female,Lucknow,Tier2,PhonePe,Medium,8,iOS,2021-04-14,0,Active Everyday Users,2924.9034375,187193.82,64,0.796875,256.43,1.9877378299210204,1.5685899010534678
USR000033,21,Male,Kanpur,Tier2,Google Pay,Medium,15,Android,2021-04-28,2,Loyal Digital Users,3741.694807692308,194568.13,52,0.9230769230769231,266.53,1.0007485703816035,-1.0008035539439484
USR000034,57,Female,Ranchi,Tier2,Paytm,Power,64,Android,2021-07-21,0,Active Everyday Users,3111.107,155555.35,50,0.86,213.09,0.34772761251910844,0.574747675478889
USR000035,60,Female,Hyderabad,Tier1,Paytm,Medium,14,iOS,2020-12-23,3,Premium Investors,3443.9610909090907,189417.86,55,0.8727272727272727,259.48,1.8418343732518752,-1.0777269273083148
USR000036,46,Female,Pune,Tier1,Paytm,Low,3,Android,2022-05-26,1,Casual Small Spenders,2701.1479069767443,116149.36,43,0.813953488372093,159.11,-1.4717862911450796,0.7992791708180497
USR000037,28,Female,Agra,Tier2,Google Pay,Low,1,iOS,2020-01-20,0,Active Everyday Users,2692.365925925926,145387.76,54,0.8888888888888888,199.16,-0.22436431735054838,0.5794705229647008
USR000038,22,Female,Kanpur,Tier2,Google Pay,Low,3,Android,2020-01-09,0,Active Everyday Users,3271.682222222222,176670.84,54,0.8148148148148148,242.01,1.4266324974866327,1.0613472910512975
USR000039,41,Female,Delhi,Tier1,Google Pay,Medium,15,Android,2020-05-22,1,Casual Small Spenders,1758.3123913043478,80882.37,46,0.8478260869565217,110.8,-3.412076297550329,-0.6804247890084026
USR000040,32,Female,Bangalore,Tier1,CRED,Low,3,iOS,2021-09-07,1,Casual Small Spenders,2378.98,92780.22,39,0.8461538461538461,127.1,-2.5206735570096854,-0.17753066377739832
USR000041,23,Male,Guwahati,Tier3,PhonePe,High,22,iOS,2021-01-18,2,Loyal Digital Users,3485.4057142857146,170784.88,49,0.9387755102040817,233.95,0.1226383295583308,-2.2148170124739397
USR000042,34,Male,Indore,Tier2,Paytm,High,42,Android,2019-12-23,0,Active Everyday Users,2683.881272727273,147613.47,55,0.8727272727272727,202.21,-0.37110996715748873,-0.01456762785360834
USR000043,19,Female,Chennai,Tier1,Google Pay,Medium,11,Android,2020-11-11,2,Loyal Digital Users,2763.965818181818,152018.12,55,0.8909090909090909,208.24,0.9207421982208991,-0.6961401192027553
USR000044,52,Male,Indore,Tier2,PhonePe,Medium,17,Web,2020-05-15,0,Active Everyday Users,3271.6306122448977,160309.9,49,0.8775510204081632,219.6,0.19067092855624027,0.013583951590473316
USR000045,27,Female,Hyderabad,Tier1,PhonePe,High,50,Web,2022-04-05,0,Active Everyday Users,3467.367843137255,176835.76,51,0.8627450980392157,242.24,1.040237782639691,0.02270899041920246
USR000046,40,Female,Nagpur,Tier2,Google Pay,Low,3,Android,2021-10-13,3,Premium Investors,3462.846551724138,200845.1,58,0.8620689655172413,275.13,1.6906579275598885,0.10563058318487369
USR000047,28,Male,Chennai,Tier1,Paytm,Medium,14,Web,2021-11-24,1,Casual Small Spenders,2712.602307692308,105791.49,39,0.9230769230769231,144.92,-2.153758928846522,-1.1368024333141786
USR000048,35,Male,Ranchi,Tier2,PhonePe,Medium,14,Android,2020-02-05,1,Casual Small Spenders,2073.686153846153,80873.76,39,0.9230769230769231,110.79,-3.101061364380678,-1.5946261888528694
USR000049,36,Male,Ghaziabad,Tier3,Paytm,Medium,16,iOS,2020-10-02,3,Premium Investors,4607.9807692307695,179711.25,39,0.7948717948717948,246.18,1.5388036706377832,-0.7275047504514925
USR000050,25,Male,Amritsar,Tier3,Paytm,Medium,11,Android,2021-12-28,3,Premium Investors,5188.121136363636,228277.33,44,0.8636363636363636,312.71,3.285352480253037,-1.274268248041924
USR000051,60,Male,Aurangabad,Tier3,PhonePe,Medium,15,Android,2020-04-05,1,Casual Small Spenders,2785.3651111111108,125341.43,45,0.8666666666666667,171.7,-1.6802292963460042,-0.31948064218385125
USR000052,45,Female,Nagpur,Tier2,Paytm,Medium,9,iOS,2022-08-08,0,Active Everyday Users,2340.9975925925924,126413.87,54,0.7777777777777778,173.17,-0.33561849744425254,2.4188448983861357
USR000053,56,Male,Varanasi,Tier3,Paytm,Medium,13,iOS,2021-01-08,3,Premium Investors,4421.125689655172,256425.29,58,0.9137931034482759,351.27,4.671740863837232,-1.4292883736856477
USR000054,50,Female,Madurai,Tier2,Google Pay,Medium,15,Android,2020-07-17,1,Casual Small Spenders,2674.6921276595745,125710.53,47,0.851063829787234,172.21,-1.079036760485357,0.03478643784481842
USR000055,38,Female,Vadodara,Tier2,Google Pay,Power,146,Android,2019-11-10,2,Loyal Digital Users,2994.526052631579,113791.99,38,0.9210526315789473,155.88,-1.316813115465694,-1.9117834043096174
USR000056,54,Female,Guwahati,Tier3,Paytm,Medium,10,Android,2021-09-13,2,Loyal Digital Users,2870.0727659574472,134893.42,47,0.8723404255319149,184.79,-0.22385022305585806,-0.5168232124443876
USR000057,22,Male,Delhi,Tier1,PhonePe,Medium,17,Android,2019-06-23,3,Premium Investors,5183.410487804878,212519.83,41,0.8536585365853658,291.12,2.5720407117675768,-2.079802977318383
USR000058,25,Female,Jaipur,Tier2,PhonePe,Medium,17,Android,2022-05-05,0,Active Everyday Users,2199.441886792453,116570.42,53,0.8301886792452831,159.69,-0.7106341145077143,1.4153179115170498
USR000059,20,Female,Chandigarh,Tier3,Paytm,High,44,Android,2022-04-10,3,Premium Investors,4273.5452173913045,196583.08,46,0.8913043478260869,269.29,2.0532160905376213,-1.9206742727318806
USR000060,29,Female,Hyderabad,Tier1,PhonePe,Medium,11,iOS,2022-03-19,2,Loyal Digital Users,3024.66125,145183.74,48,0.9166666666666666,198.88,-0.7204756342084205,-0.8275647877785495
USR000061,30,Male,Aurangabad,Tier3,WhatsApp Pay,Medium,15,Android,2019-01-06,0,Active Everyday Users,2193.732833333333,131623.97,60,0.8,180.31,-1.2034092323333156,2.786843263580117
USR000062,27,Male,Ahmedabad,Tier1,PhonePe,Medium,9,iOS,2020-06-09,2,Loyal Digital Users,3434.3030612244897,168280.85,49,0.8571428571428571,230.52,0.3634787563493094,-0.8785399702366201
USR000063,47,Other,Pune,Tier1,PhonePe,Low,1,Android,2022-09-24,3,Premium Investors,4410.761818181819,194073.52,44,0.9318181818181818,265.85,2.6455038745290858,-1.8415832465855226
USR000064,29,Female,Madurai,Tier2,Amazon Pay,Low,1,Android,2019-05-10,3,Premium Investors,3554.859629629629,191962.42,54,0.7962962962962963,262.96,1.7759271201312834,1.5014391689884694
USR000065,27,Female,Lucknow,Tier2,Google Pay,Medium,18,Web,2021-01-12,0,Active Everyday Users,3117.934827586207,180840.22,58,0.8275862068965517,247.73,0.914665112345056,0.4440856386821388
USR000066,36,Female,Madurai,Tier2,Paytm,Power,90,iOS,2020-12-04,2,Loyal Digital Users,2964.511607142857,166012.65,56,0.8928571428571429,227.41,1.0876318313397224,-0.30936141506364906
USR000067,23,Male,Agra,Tier2,PhonePe,Medium,7,Android,2020-07-02,1,Casual Small Spenders,2416.653555555556,108749.41,45,0.8666666666666667,148.97,-1.9852303587105087,0.6542546585037763
USR000068,46,Male,Noida,Tier3,Paytm,Medium,16,Android,2019-11-18,3,Premium Investors,3690.594736842105,210363.9,57,0.8947368421052632,288.17,3.1296284149754,-1.10508086339577
USR000069,21,Male,Moradabad,Tier3,PhonePe,Power,106,Android,2022-02-07,2,Loyal Digital Users,3238.028222222222,145711.27,45,0.8888888888888888,199.6,-0.17621186469022518,-0.7735194980078164
USR000070,63,Female,Surat,Tier2,Paytm,Medium,13,Android,2021-10-26,2,Loyal Digital Users,2519.182857142857,123439.96,49,0.8571428571428571,169.1,-0.6256470447401341,-0.185420393510061
USR000071,45,Male,Delhi,Tier1,PhonePe,Medium,15,Android,2021-06-29,1,Casual Small Spenders,3036.1725,133591.59,44,0.8863636363636364,183.0,-0.7386015592923294,0.10465657413950814
USR000072,25,Female,Amritsar,Tier3,Google Pay,Medium,11,Android,2020-11-01,0,Active Everyday Users,2358.438833333333,141506.33,60,0.8833333333333333,193.84,-0.30854610756392165,0.9175216997138356
USR000073,18,Female,Hyderabad,Tier1,PhonePe,High,45,Android,2019-09-19,0,Active Everyday Users,2551.293392857143,142872.43,56,0.8571428571428571,195.72,0.004044748715413874,1.7326735144015155
USR000074,47,Female,Madurai,Tier2,PhonePe,Medium,17,Android,2022-04-23,2,Loyal Digital Users,2477.398,123869.9,50,0.92,169.68,-1.1897562448215258,-1.6410620741235253
USR000075,42,Male,Bhopal,Tier2,Google Pay,High,43,Android,2021-07-18,3,Premium Investors,4348.733636363636,191344.28,44,0.9318181818181818,262.12,1.6297891238292497,-2.479401586263242
USR000076,43,Male,Hyderabad,Tier1,PhonePe,High,27,iOS,2021-02-06,0,Active Everyday Users,2341.988846153846,121783.42,52,0.8269230769230769,166.83,-0.5159616703288461,1.383209095646381
USR000077,45,Male,Gorakhpur,Tier3,Google Pay,Power,97,Android,2020-01-21,2,Loyal Digital Users,3223.3188,161165.94,50,0.86,220.78,0.16199880421322657,-1.0220439815854843
USR000078,21,Female,Indore,Tier2,PhonePe,Low,3,Android,2019-10-18,0,Active Everyday Users,2898.180333333333,173890.82,60,0.9,238.21,0.23553176613932342,-0.059050030838427706
USR000079,29,Female,Noida,Tier3,PhonePe,Medium,8,Android,2019-04-19,2,Loyal Digital Users,2484.9862,124249.31,50,0.92,170.2,-1.0808921237605673,-1.468804546999382
USR000080,23,Female,Tiruchirappalli,Tier3,Google Pay,Medium,8,Android,2021-02-20,2,Loyal Digital Users,2480.0284782608696,114081.31,46,0.8478260869565217,156.28,-1.2050968605376282,0.10799966149991556
USR000081,49,Male,Pune,Tier1,Google Pay,High,37,Android,2019-03-06,2,Loyal Digital Users,3470.441707317073,142288.11,41,0.9024390243902439,194.92,0.5887519434026639,-2.0575611102035736
USR000082,38,Male,Bareilly,Tier3,PhonePe,High,24,Android,2019-11-09,0,Active Everyday Users,2872.427272727273,157983.5,55,0.8181818181818182,216.42,1.102388577463601,1.0520782324309939
USR000083,29,Female,Kanpur,Tier2,PhonePe,Medium,6,Android,2020-05-23,2,Loyal Digital Users,2875.320740740741,155267.32,54,0.8888888888888888,212.69,0.6066310568157195,-0.9176321786178975
USR000084,20,Female,Chennai,Tier1,Paytm,High,42,iOS,2020-11-21,3,Premium Investors,4380.811833333334,262848.71,60,0.9,360.07,4.426481321041056,-1.6434888093071307
USR000085,28,Male,Coimbatore,Tier2,Paytm,Low,1,Android,2019-04-04,0,Active Everyday Users,2579.0628,128953.14,50,0.8,176.65,-0.8208394754456045,1.6001690557076675
USR000086,29,Male,Mumbai,Tier1,PhonePe,Medium,20,Android,2022-12-16,2,Loyal Digital Users,3102.1283333333336,148902.16,48,0.9375,203.98,-0.7122054744624162,-2.0376721615510047
USR000087,43,Female,Indore,Tier2,Google Pay,Medium,15,Android,2019-04-10,2,Loyal Digital Users,3197.898666666667,143905.44,45,0.8888888888888888,197.13,-0.08900969805285165,-0.7476955032876406
USR000088,39,Female,Hyderabad,Tier1,WhatsApp Pay,High,21,Android,2020-12-14,1,Casual Small Spenders,2210.278409090909,97252.25,44,0.8181818181818182,133.22,-2.567334859996963,0.7571897825199287
USR000089,50,Female,Bangalore,Tier1,Google Pay,High,39,Android,2021-10-01,0,Active Everyday Users,2935.380925925926,158510.57,54,0.7962962962962963,217.14,0.6957991620501729,1.2035850483492039
USR000090,33,Male,Kolkata,Tier1,Google Pay,Medium,19,Android,2020-04-18,1,Casual Small Spenders,2646.9422727272727,116465.46,44,0.8409090909090909,159.54,-1.3063029211491772,0.16328587037758188
USR000091,23,Male,Visakhapatnam,Tier2,Paytm,Medium,7,Web,2020-09-29,1,Casual Small Spenders,2676.356956521739,123112.42,46,0.8695652173913043,168.65,-1.037593632807235,-0.6678062047300961
USR000092,42,Male,Vadodara,Tier2,Paytm,Low,5,Android,2022-07-01,0,Active Everyday Users,2323.238769230769,151010.52,65,0.8615384615384616,206.86,0.022209133784433024,0.4913626402744732
USR000093,44,Male,Aligarh,Tier3,Paytm,Medium,8,Android,2019-01-13,1,Casual Small Spenders,2838.1065909090908,124876.69,44,0.7954545454545454,171.06,-0.9616732238227861,0.37767832788060096
USR000094,36,Male,Hyderabad,Tier1,Paytm,Medium,14,iOS,2020-07-07,0,Active Everyday Users,3828.333191489362,179931.66,47,0.8723404255319149,246.48,1.4876825035159225,0.2215395140621075
USR000095,45,Male,Delhi,Tier1,Google Pay,Low,3,Android,2020-12-08,3,Premium Investors,4081.867,204093.35,50,0.84,279.58,2.1076688368685823,-0.419779788845757
USR000096,34,Female,Patna,Tier2,Google Pay,Medium,14,Android,2019-08-03,2,Loyal Digital Users,4459.960285714286,156098.61000000002,35,0.9142857142857143,213.83,0.34608964665501457,-2.5819048362703825
USR000097,35,Female,Bareilly,Tier3,PhonePe,High,21,iOS,2020-11-27,1,Casual Small Spenders,2898.875,121752.75,42,0.8809523809523809,166.78,-1.3830650138201357,-0.000951532452066275
USR000098,32,Female,Coimbatore,Tier2,Google Pay,Low,5,Android,2022-11-28,0,Active Everyday Users,2917.7696666666666,175066.18,60,0.85,239.82,1.2676575821130633,0.8291473828223679
USR000099,19,Female,Bhopal,Tier2,CRED,Power,80,Android,2022-04-07,2,Loyal Digital Users,2824.3234042553195,132743.2,47,0.8723404255319149,181.84,-0.7857323813735972,0.09491480569950617
USR000100,22,Other,Ahmedabad,Tier1,Paytm,High,46,Android,2022-07-23,2,Loyal Digital Users,3932.991,157319.64,40,0.825,215.51,0.6974142946125776,-1.0319711490359085
USR000101,19,Male,Kolkata,Tier1,CRED,High,37,Android,2022-12-18,1,Casual Small Spenders,2364.2945238095235,99300.37,42,0.8809523809523809,136.03,-3.3885748843305703,-0.6144075198918405
USR000102,39,Male,Aurangabad,Tier3,PhonePe,High,40,Android,2020-07-14,2,Loyal Digital Users,2785.069024390244,114187.83,41,0.975609756097561,156.42,-1.8122056188909814,-3.1295418358750884
USR000103,28,Female,Pune,Tier1,Amazon Pay,High,38,Android,2021-11-03,0,Active Everyday Users,3914.8247916666655,187911.59,48,0.6875,257.41,1.2447554413809419,2.1087486054309337
USR000104,34,Female,Indore,Tier2,WhatsApp Pay,High,45,Android,2021-05-16,0,Active Everyday Users,3068.821590909091,135028.15,44,0.75,184.97,-0.3204430222154988,2.1745918428326014
USR000105,52,Male,Chennai,Tier1,CRED,Low,1,Android,2022-11-05,0,Active Everyday Users,3290.6786666666667,148080.54,45,0.7777777777777778,202.85,-0.1478901479674285,0.4950353692633704
USR000106,26,Female,Coimbatore,Tier2,Paytm,Low,1,Android,2019-03-29,1,Casual Small Spenders,2132.680909090909,117297.45,55,0.8363636363636363,160.68,-1.4768343718106216,0.7789966055172667
USR000107,31,Female,Aurangabad,Tier3,PhonePe,High,42,Android,2020-11-27,2,Loyal Digital Users,4029.8903125,128956.49,32,0.90625,176.65,-0.8696520256060891,-2.5250443574763928
USR000108,44,Female,Bangalore,Tier1,PhonePe,Power,105,Android,2019-04-10,2,Loyal Digital Users,3122.2676470588235,159235.65,51,0.8823529411764706,218.13,0.11195455027470293,-0.48730770907522475
USR000109,26,Male,Pune,Tier1,CRED,Low,4,Android,2019-03-27,3,Premium Investors,3432.8414814814814,185373.44,54,0.8703703703703703,253.94,1.762837182425846,-0.12775847001407847
USR000110,21,Male,Pune,Tier1,PhonePe,Medium,20,iOS,2022-08-08,2,Loyal Digital Users,3060.637843137255,156092.53,51,0.9019607843137255,213.83,0.11678454427415684,-1.515172873784937
USR000111,28,Female,Hyderabad,Tier1,Google Pay,Medium,15,iOS,2019-03-28,1,Casual Small Spenders,1816.1045454545451,99885.75,55,0.9454545454545454,136.83,-2.5459274599241777,-1.4914560578117408
USR000112,24,Male,Kanpur,Tier2,Google Pay,Power,107,Android,2022-12-12,0,Active Everyday Users,2361.661147540984,144061.33,61,0.8852459016393442,197.34,-0.2900716199183021,0.2941058485093313
USR000113,55,Female,Chennai,Tier1,PhonePe,Medium,8,Android,2022-05-07,2,Loyal Digital Users,2918.383076923077,151755.92,52,0.8846153846153846,207.88,0.906196955481641,-0.4105806181687151
USR000114,46,Female,Indore,Tier2,CRED,Medium,18,iOS,2019-06-19,0,Active Everyday Users,3351.3971428571426,164218.46,49,0.7346938775510204,224.96,0.9274488556221877,1.2742705272392998
USR000115,39,Male,Lucknow,Tier2,PhonePe,Power,122,iOS,2021-12-19,0,Active Everyday Users,2421.270961538461,125906.09,52,0.8076923076923077,172.47,-1.0380159979076817,1.1792290504444427
USR000116,49,Female,Delhi,Tier1,Google Pay,High,33,Android,2021-01-13,3,Premium Investors,4943.619130434782,227406.48,46,0.9565217391304348,311.52,4.004323336360396,-3.8346889568410196
USR000117,46,Female,Mumbai,Tier1,Google Pay,Power,79,Android,2019-10-28,2,Loyal Digital Users,2575.5593478260867,118475.73,46,0.8913043478260869,162.3,-0.70365766265529,-0.6584392700304984
USR000118,25,Other,Agra,Tier2,PhonePe,Medium,6,Android,2019-03-25,2,Loyal Digital Users,3918.083255813953,168477.58,43,0.8372093023255814,230.79,1.0621628894178532,-0.4320456534276689
USR000119,50,Female,Bangalore,Tier1,Google Pay,Medium,12,iOS,2022-10-06,3,Premium Investors,2998.8152777777777,215914.7,72,0.9027777777777778,295.77,2.167635181168288,-0.6443821268865897
USR000120,35,Male,Nashik,Tier2,Google Pay,Medium,6,Android,2019-09-07,3,Premium Investors,3232.860153846154,210135.91,65,0.8615384615384616,287.86,2.076822083644996,0.482000949302294
USR000121,46,Male,Kolkata,Tier1,PhonePe,High,41,Android,2022-06-18,0,Active Everyday Users,3732.456818181818,164228.1,44,0.8863636363636364,224.97,0.7469148304926048,-0.3077215667279039
USR000122,50,Male,Aligarh,Tier3,PhonePe,Medium,6,Android,2022-07-24,2,Loyal Digital Users,2410.6260869565217,110888.8,46,0.8695652173913043,151.9,-0.9853453599476409,-0.597531821701809
USR000123,28,Male,Lucknow,Tier2,Paytm,Medium,9,Android,2020-03-10,2,Loyal Digital Users,3123.125740740741,168648.79,54,0.8703703703703703,231.03,0.4383503565083188,-0.41537693896622596
USR000124,23,Male,Meerut,Tier3,PhonePe,Power,73,iOS,2022-06-27,2,Loyal Digital Users,3312.802181818182,182204.12,55,0.9272727272727272,249.59,1.9119996430044348,-1.7001614335666495
USR000125,26,Male,Kolkata,Tier1,Paytm,Medium,6,iOS,2019-05-30,3,Premium Investors,3876.1518461538462,251949.87,65,0.8923076923076924,345.14,3.435622260369196,-0.9923071938956054
USR000126,32,Male,Agra,Tier2,PhonePe,Medium,14,Android,2019-06-09,2,Loyal Digital Users,2008.1752,100408.76,50,0.98,137.55,-2.6466176478129135,-2.73511175459728
USR000127,47,Female,Agra,Tier2,Paytm,High,35,Android,2020-06-22,3,Premium Investors,3284.9167741935485,203664.84,62,0.8548387096774194,278.99,2.8137653788018175,0.542680899917264
USR000128,49,Male,Visakhapatnam,Tier2,Google Pay,Low,4,Android,2019-12-10,2,Loyal Digital Users,3081.356888888889,138661.06,45,0.8666666666666667,189.95,-0.7750700268523881,-0.9384590974650203
USR000129,18,Male,Kolkata,Tier1,Google Pay,Medium,13,iOS,2019-12-05,3,Premium Investors,3351.746885245901,204456.56,61,0.8524590163934426,280.08,2.362808343257109,1.075919626205015
USR000130,34,Male,Hyderabad,Tier1,Google Pay,High,47,iOS,2021-12-17,0,Active Everyday Users,3429.888823529412,174924.33,51,0.7450980392156863,239.62,1.8500747062033327,0.8527929484762453
USR000131,31,Male,Kolkata,Tier1,Paytm,Medium,16,iOS,2020-06-03,0,Active Everyday Users,3506.1597959183678,171801.83,49,0.7755102040816326,235.34,0.1092396204629618,0.35120757885292403
USR000132,26,Female,Delhi,Tier1,Paytm,Medium,14,Android,2021-04-03,0,Active Everyday Users,2792.565483870968,173139.06,62,0.7580645161290323,237.18,1.2822699800160007,1.6880683328841466
USR000133,23,Male,Visakhapatnam,Tier2,Google Pay,High,50,Android,2019-11-16,2,Loyal Digital Users,3436.911951219512,140913.38999999998,41,0.926829268292683,193.03,-1.0796706981560338,-3.2191422955574116
USR000134,29,Male,Delhi,Tier1,Google Pay,Medium,9,Android,2021-09-01,3,Premium Investors,4166.110517241379,241634.41,58,0.896551724137931,331.01,3.3138154601871115,-0.8772940260405412
USR000135,57,Female,Chennai,Tier1,Google Pay,High,47,Android,2020-09-01,1,Casual Small Spenders,2331.4296153846158,121234.34,52,0.8269230769230769,166.07,-1.0594205902239173,0.49293966851150184
USR000136,28,Male,Chennai,Tier1,PhonePe,Medium,20,iOS,2019-03-14,0,Active Everyday Users,3862.7138095238097,162233.98,42,0.8571428571428571,222.24,0.3460748543963179,-0.03170671515447873
USR000137,35,Male,Visakhapatnam,Tier2,PhonePe,High,44,Android,2020-07-09,1,Casual Small Spenders,2044.5596296296296,110406.22,54,0.8703703703703703,151.24,-1.5524031715843685,0.8494887656361929
USR000138,41,Male,Kolkata,Tier1,PhonePe,Medium,15,iOS,2019-11-27,3,Premium Investors,3285.3404411764704,223403.15,68,0.8529411764705882,306.03,3.0091331113956916,1.3299679190984324
